"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Contract ID","Agency Contract ID","Contract Status","Contracting Agency ID","Contract Number (PIID)","IDV PIID","IDV Agency ID","Solicitation ID (Agency)","Modular Approaches / Contracting","EVM Required","Match found in USAspending","Vendor Name (USAspending)","Solicitation ID (USAspending)","Action Obligation Amount (In $ million) (USAspending)","Type of Contract (USAspending)","Performance Based Contract (USAspending)","Contract Start Date (USAspending)","Contract End Date (USAspending)","Contract Compete (USAspending)","Contract Description (USAspending)","Base Contract ID (USAspending)","Identifying Agency ID (USAspending)","Transaction Number (USAspending)","Timestamp (Contract)","Timestamp (Base Contract)"
015-000000026,514,"	015","Department of the Treasury","Debt Collection Services (DCS)",38875,,Awarded,,"Fiscal Agent",,,,,yes,No,,,,,,,,,,,,,"2014-03-19 11:36:56",
015-000000026,514,"	015","Department of the Treasury","Debt Collection Services (DCS)",38877,,Awarded,,GS06F0955Z,,,,,no,Yes,"GB-SYS, INC.",QTA609MCA0010,,"Order Dependent (IDV only)",Y,2013-04-09,1970-01-01,U,"FEDERAL ACQUISITION SERVICE GOVERNMENT WIDE ACQUISITION CONTRACT",101123,"	4732",,"2014-03-19 11:36:56","2014-03-19 11:36:56"
015-000000026,514,"	015","Department of the Treasury","Debt Collection Services (DCS)",38879,,Awarded,,GS35F0599J,,,,,no,Yes,"MACFADDEN & ASSOCIATES, INC",,,"Firm Fixed Price",N,2012-03-05,1970-01-01,U,"FEDERAL SUPPLY SCHEDULE CONTRACT.",101125,"	4730",,"2014-03-19 11:36:56","2014-03-19 11:36:56"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",34801,,Awarded,,TIRNO11D000270005,,,,,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,6.980557,"Firm Fixed Price",Y,2013-10-01,2014-09-30,U,"IGF::CT::IGF CRITICAL FUNCTIONS - EXERCISE HRC O&M CONTRACT",65213,"	2050","	0","2013-09-11 17:12:43","2013-09-11 17:12:43"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",34803,,Awarded,,TIRNO13D00005,,,,,no,Yes,"CORESPHERE, LLC",,,"Labor Hours",Y,2013-08-07,1970-01-01,U,"IGF::CT::IGF 
EBS MISSION SUPPORT SERVICES",65215,"	2050",,"2013-09-11 17:12:43","2013-09-11 17:12:43"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",34805,,Awarded,,TIRNO12Z00025,,,TIRNO-12-Q-00105,,no,Yes,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC",,,"Firm Fixed Price",Y,2013-07-19,1970-01-01,U,"IGF::CT::IGF CRITICAL FUNCTIONS - TIPSS-3",65217,"	2050",,"2013-09-11 17:12:43","2013-09-11 17:12:43"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",34807,,Awarded,,TIRNO13Z00007,,,,,no,Yes,"SMARTRONIX, INC.",,,"Firm Fixed Price",Y,2013-08-06,1970-01-01,U,IGF::CL::IGF,65219,"	2050",,"2013-09-11 17:12:43","2013-09-11 17:12:43"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38399,,Awarded,,TIRNO11D000270005,,,,,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,8.056222,"Firm Fixed Price",Y,2013-11-25,2014-09-30,U,"IGF::CT::IGF CRITICAL FUNCTIONS FUNDING MODIFICATION",100303,"	2050","	0","2014-03-18 17:02:25","2014-03-18 17:02:26"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38401,,Awarded,,TIRNO13D00005,,,,,no,Yes,"CORESPHERE, LLC",,,"Labor Hours",Y,2014-01-15,1970-01-01,U,"IGF::CT::IGF 
EBS MISSION SUPPORT SERVICES",100305,"	2050",,"2014-03-18 17:02:26","2014-03-18 17:02:26"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38403,,Awarded,,TIRNO12Z00025,,,TIRNO-12-Q-00105,,no,Yes,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC",,,"Firm Fixed Price",Y,2013-09-17,1970-01-01,U,"IGF::CT::IGF CRITICAL FUNCTIONS - TIPSS-3",100307,"	2050",,"2014-03-18 17:02:26","2014-03-18 17:02:26"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38405,,Awarded,,TIRNO13Z00007,,,,,no,Yes,"SMARTRONIX, INC.",,,"Firm Fixed Price",Y,2013-09-10,1970-01-01,U,"CLOUD BASED WEB HOSTING AND O&M SUPPORT SERVICES FOR TREASURY.GOV

IGF::CT::IGF",100309,"	2050",,"2014-03-18 17:02:26","2014-03-18 17:02:26"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38725,,Awarded,,TIRNO11D000270005,,,,,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,8.056222,"Firm Fixed Price",Y,2013-11-25,2014-09-30,U,"IGF::CT::IGF CRITICAL FUNCTIONS FUNDING MODIFICATION",100985,"	2050","	0","2014-03-19 10:44:05","2014-03-19 10:44:05"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38727,,Awarded,,TIRNO13D00005,,,,,no,Yes,"CORESPHERE, LLC",,,"Labor Hours",Y,2014-01-15,1970-01-01,U,"IGF::CT::IGF 
EBS MISSION SUPPORT SERVICES",100987,"	2050",,"2014-03-19 10:44:05","2014-03-19 10:44:05"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38729,,Awarded,,TIRNO12Z00025,,,TIRNO-12-Q-00105,,no,Yes,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC",,,"Firm Fixed Price",Y,2013-09-17,1970-01-01,U,"IGF::CT::IGF CRITICAL FUNCTIONS - TIPSS-3",100989,"	2050",,"2014-03-19 10:44:05","2014-03-19 10:44:05"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38731,,Awarded,,TIRNO13Z00007,,,,,no,Yes,"SMARTRONIX, INC.",,,"Firm Fixed Price",Y,2013-09-10,1970-01-01,U,"CLOUD BASED WEB HOSTING AND O&M SUPPORT SERVICES FOR TREASURY.GOV

IGF::CT::IGF",100991,"	2050",,"2014-03-19 10:44:05","2014-03-19 10:44:05"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38847,,Awarded,,TIRNO11D000270005,,,,,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,8.056222,"Firm Fixed Price",Y,2013-11-25,2014-09-30,U,"IGF::CT::IGF CRITICAL FUNCTIONS FUNDING MODIFICATION",101061,"	2050","	0","2014-03-19 10:51:51","2014-03-19 10:51:51"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38849,,Awarded,,TIRNO13D00005,,,,,no,Yes,"CORESPHERE, LLC",,,"Labor Hours",Y,2014-01-15,1970-01-01,U,"IGF::CT::IGF 
EBS MISSION SUPPORT SERVICES",101063,"	2050",,"2014-03-19 10:51:51","2014-03-19 10:51:51"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38851,,Awarded,,TIRNO12Z00025,,,TIRNO-12-Q-00105,,no,Yes,"NORTHROP GRUMMAN INFORMATION TECHNOLOGY INC",,,"Firm Fixed Price",Y,2013-09-17,1970-01-01,U,"IGF::CT::IGF CRITICAL FUNCTIONS - TIPSS-3",101065,"	2050",,"2014-03-19 10:51:51","2014-03-19 10:51:51"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",38853,,Awarded,,TIRNO13Z00007,,,,,no,Yes,"SMARTRONIX, INC.",,,"Firm Fixed Price",Y,2013-09-10,1970-01-01,U,"CLOUD BASED WEB HOSTING AND O&M SUPPORT SERVICES FOR TREASURY.GOV

IGF::CT::IGF",101067,"	2050",,"2014-03-19 10:51:51","2014-03-19 10:51:51"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",48516,34789,Awarded,,TIRNO11D000270005,,,,yes,yes,No,,,,,,,,,,,,,"2015-09-17 12:59:00",
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",48517,200083,Awarded,,TIRNO13D000050012,TIRNO13D00005,"	2050",,yes,no,Yes,"CORESPHERE, LLC",,0.154973,,N,2015-05-14,2016-11-18,N,"IGF::CL::IGF FOR CLOSELY ASSOCIATED - EODS PROJECT MANAGEMENT SERVICES SUPPORT FOR HR CONNECT",225001,"	2050","	0","2016-02-02 16:32:17","2016-02-03 10:24:58"
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",48518,200084,Awarded,,TIRNO12Z000250017,,,TIRNO-12-Q-00105,yes,no,No,,,,,,,,,,,,,"2015-09-17 12:59:00",
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",48519,200137,Awarded,,TIRNO13D000080001,,,,yes,no,No,,,,,,,,,,,,,"2015-09-17 12:59:00",
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",48520,200199,Awarded,,TIRNO11Z000090007,,,,yes,no,No,,,,,,,,,,,,,"2015-09-17 12:59:00",
015-000000001,523,"	015","Department of the Treasury","HR LoB - HR Connect",48521,200200,Awarded,,TIRNO12Z000060051,,,,yes,no,No,,,,,,,,,,,,,"2015-09-17 12:59:00",
015-000000014,524,"	015","Department of the Treasury","Individual Master File (IMF)",25571,34636,Awarded,"	3463",TIRNO11D00027D0009,TIRNO06D00014,"	2050",,no,no,No,,,,,,,,,,,,,"2013-09-11 17:11:34",
015-000000014,524,"	015","Department of the Treasury","Individual Master File (IMF)",25573,34658,Awarded,"	3465",TIRNO11D000230005,TIRNO11D00023,"	2050",,yes,yes,Yes,"UNICOM LOGISTICS, INC., INFORMATION SYSTEMS CONSULTING GROUP, INC.",,3.870734,"Firm Fixed Price",Y,2013-08-29,2014-08-31,U,"IGF::CL::IGF - MASTERFILES SYSTEMS PROGRAMMING SUPPORT",65193,"	2050","	0","2013-09-11 17:11:34","2013-09-11 17:11:34"
015-000000017,526,"	015","Department of the Treasury","Integrated Customer Communication Environment (ICCE)",25583,35447,Awarded,"	3544",TIRNO99D000010152,TIRNO99D00001,"	2050",R003,no,no,Yes,"COMPUTER SCIENCES CORPORATION (3126)",,22.986088,"Cost Plus Incentive",N,2012-06-07,2013-05-24,U,"PRIME SYSTEMS INTEGRATION SERVICES CONTR",71,"	2050","	0","2012-09-11 13:31:47","2012-09-11 13:31:47"
015-000000017,526,"	015","Department of the Treasury","Integrated Customer Communication Environment (ICCE)",25587,41998,Awarded,,TIRNO-11-D-00024,TIRNO-11-D-00024,"	2050",TIRNO-11-D-00024-0002,no,yes,No,,,,,,,,,,,,,"2015-09-17 13:30:45",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",20011,34727,Awarded,"	2050",TIRNO99D00010157,TIRNO99D00001,"	2050",RFP082,yes,yes,No,,,,,,,,,,,,,"2014-03-18 16:54:39",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",34793,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2013-09-11 17:11:55",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38093,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2014-03-18 16:54:39",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38095,,Awarded,,"TIRNO-11-D-00022 0009",,,"	4025",,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,,"Order Dependent (IDV only)",Y,2013-12-27,1970-01-01,U,"SECTION I.3.6, OPTION TO EXTEND THE TERM OF THE CONTRACT.",100097,"	2050",,"2014-03-18 16:54:39","2014-03-18 16:54:39"
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38161,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2014-03-18 16:58:54",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38163,,Awarded,,"TIRNO-11-D-00022 0009",,,"	4025",,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,,"Order Dependent (IDV only)",Y,2013-12-27,1970-01-01,U,"CRITICAL FUNCTIONS SECTION I.3.6, OPTION TO EXTEND THE TERM OF THE CONTRACT",100171,"	2050",,"2014-03-18 16:58:54","2014-03-18 16:58:54"
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38175,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2014-03-18 16:59:50",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38177,,Awarded,,"TIRNO-11-D-00022 0009",,,"	4025",,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,,"Order Dependent (IDV only)",Y,2013-12-27,1970-01-01,U,"OTHER CHANGE THE COMMENCEMENT DATE OF THE CMMI APPRAISAL UNDER SECTION H.5.1 IRSAP 1052.239-9005",100185,"	2050",,"2014-03-18 16:59:50","2014-03-18 16:59:50"
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38409,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2014-03-18 17:03:49",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38411,,Awarded,,"TIRNO-11-D-00022 0009",,,"	4025",,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,,"Order Dependent (IDV only)",Y,2013-12-27,1970-01-01,U,"CRITICAL FUNCTIONS SECTION I.3.6, OPTION TO EXTEND THE TERM OF THE CONTRACT",100343,"	2050",,"2014-03-18 17:03:49","2014-03-18 17:03:49"
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38621,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2014-03-19 10:42:22",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38623,,Awarded,,"TIRNO-11-D-00022 0009",,,"	4025",,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,,"Order Dependent (IDV only)",Y,2013-12-27,1970-01-01,U,"OTHER CHANGE THE COMMENCEMENT DATE OF THE CMMI APPRAISAL UNDER SECTION H.5.1 IRSAP 1052.239-9005",100935,"	2050",,"2014-03-19 10:42:22","2014-03-19 10:42:22"
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38743,,Awarded,,TIRNO-11-D-00014-002,,,"	4060",,no,No,,,,,,,,,,,,,"2014-03-19 10:50:17",
015-000000027,527,"	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38745,,Awarded,,"TIRNO-11-D-00022 0009",,,"	4025",,yes,Yes,"INTERNATIONAL BUSINESS MACHINES CORPORATION",,,"Order Dependent (IDV only)",Y,2013-12-27,1970-01-01,U,"CRITICAL FUNCTIONS SECTION I.3.6, OPTION TO EXTEND THE TERM OF THE CONTRACT",101011,"	2050",,"2014-03-19 10:50:17","2014-03-19 10:50:17"
015-000000019,528,"	015","Department of the Treasury","Integrated Submission and Remittance Processing System (ISRP)",23593,120986,Awarded,"	3469",TIRNO-11-D-00027,TIRNO-11-D-00027,"	2050",solicitationId0,,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,,"Order Dependent (IDV only)",Y,2013-05-21,1970-01-01,U,"OTHER CHANGE THE COMMENCEMENT DATE OF THE CMMI APPRAISAL UNDER SECTION H.5.1 IRSAP 1052.239-9005",65183,"	2050",,"2013-09-11 17:11:23","2013-09-11 17:11:23"
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20013,45027,Awarded,"	4502",TIRNO09D00022D0002,TIRNO09D00022D0002,"	2050",,,no,No,,,,,,,,,,,,,"2011-09-16 10:39:39",
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20014,45033,Awarded,"	4503",TIRNO06C00057,TIRNO06C00057,"	2050",,,no,Yes,"VIGNETTE PUBLIC SECTOR AND EDUCATION INCORPORATED, OPEN TEXT INC.",,9.125000,"Firm Fixed Price",,2012-09-04,2007-06-30,U,"MAINTENANCE OF VIGNETTE SOFTWARE ENTERPR",65313,"	2050","	0","2013-09-11 17:15:04","2013-09-11 17:18:30"
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20015,45037,Awarded,"	4503",TIRNO99D00005DO0315,TIRNO99D00005DO0276,"	2050",solicitationId0,,no,No,,,,,,,,,,,,,"2013-09-11 17:15:04",
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20016,45036,Awarded,"	4503",TIRNO09D00025D0001,TIRNO09D00025D0001,"	2050",,,no,No,,,,,,,,,,,,,"2013-09-11 17:15:04",
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20017,45034,Awarded,"	4503",TIRNO05Z00001D0020,TIRNO05Z00001D0020,"	2050",,,no,No,,,,,,,,,,,,,"2013-09-11 17:15:04",
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20018,45035,Awarded,"	4503",TIRNO09D00022D0001,TIRNO09D00022D0001,"	2050",,,no,No,,,,,,,,,,,,,"2013-09-11 17:15:04",
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",20019,45038,Awarded,"	4503",TIRNO99D00001152,TIRNO99D00001152,"	2050",,,no,No,,,,,,,,,,,,,"2013-09-11 17:15:04",
015-000000056,533,"	015","Department of the Treasury","IRS.GOV - Portal Environment",23559,121255,Awarded,"	4503",TIRNO11D00041,TIRNO11D00041,"	2050",,,yes,Yes,"ACCENTURE FEDERAL SERVICES LLC",TIRNO09R00051,0.000000,"Order Dependent (IDV only)",Y,2012-04-23,1970-01-01,U,"NEW PORTAL CONTRACT",65321,"	2050",,"2012-02-27 17:14:58","2013-09-11 17:18:30"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",19902,120187,Awarded,"	4486","TIRNO11D00022D0006 ",TIRNO06D00019,"	2050",solicitationId0,no,yes,No,,,,,,,,,,,,,"2012-09-11 12:05:51",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",19904,120089,Awarded,"	4486",TIRNO99D000010153,TIRNO99D00001,"	2050",solicitationId0,no,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)",,12.473836,"Cost Plus Incentive",Y,2012-08-27,2013-05-14,U,"CSC FOR MEF 7 MS 4B (A9CM4)",31,"	2050","	0","2012-09-11 12:05:51","2012-09-11 12:05:51"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",19905,120090,Awarded,,TIRNO11D00022D0005,TIRNO06D00019,"	2050","TTN 4046",no,yes,No,,,,,,,,,,,,,"2015-09-17 13:59:38",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",34795,,Awarded,,TIRNO11D00022D0005,,,,,yes,No,,,,,,,,,,,,,"2013-09-11 17:12:07",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",34797,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2013-09-11 17:12:07",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",34799,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",14.585275,"Cost Plus Fixed Fee",Y,2013-08-29,2014-05-14,U,"CSC FOR R9 MS 2&3 (A9CU2&A9CU3)",65207,"	2050","	0","2013-09-11 17:12:07","2013-09-11 17:12:07"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38047,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2014-03-18 16:49:27",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38049,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",14.855258,"Cost Plus Fixed Fee",Y,2014-02-26,2014-11-30,U,"IGF::CT::IGF THE PURPOSE OF THIS UNILATERAL MODIFICATION IS TO FULLY FUND CLIN 1008 FOR $424,252.",99991,"	2050","	0","2014-03-18 16:49:27","2014-03-18 16:49:27"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38097,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2014-03-18 16:54:50",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38099,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",14.855258,"Cost Plus Fixed Fee",Y,2014-02-26,2014-11-30,U,"IGF::CT::IGF THE PURPOSE OF THIS UNILATERAL MODIFICATION IS TO FULLY FUND CLIN 1008 FOR $424,252.",100101,"	2050","	0","2014-03-18 16:54:50","2014-03-18 16:54:50"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38105,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2014-03-18 16:55:25",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38107,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",14.855258,"Cost Plus Fixed Fee",Y,2014-02-26,2014-11-30,U,"IGF::CT::IGF THE PURPOSE OF THIS UNILATERAL MODIFICATION IS TO FULLY FUND CLIN 1008 FOR $424,252.",100109,"	2050","	0","2014-03-18 16:55:25","2014-03-18 16:55:25"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38217,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2014-03-18 17:00:36",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38219,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",15.537909,"Cost Plus Fixed Fee",Y,2014-02-26,2014-11-30,U,"CSC FOR R9 MS 2&3 (A9CU2&A9CU3)",100217,"	2050","	0","2014-03-18 17:00:36","2014-03-18 17:00:36"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38589,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2014-03-19 10:39:06",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38591,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",14.855258,"Cost Plus Fixed Fee",Y,2014-02-26,2014-11-30,U,"IGF::CT::IGF THE PURPOSE OF THIS UNILATERAL MODIFICATION IS TO FULLY FUND CLIN 1008 FOR $424,252.",100891,"	2050","	0","2014-03-19 10:39:06","2014-03-19 10:39:06"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38861,,Awarded,,TIRNO11D00022D0007,,,n/a,,yes,No,,,,,,,,,,,,,"2014-03-19 11:35:56",
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",38863,,Awarded,,TIRNO99D000010159,,,n/a,,yes,Yes,"COMPUTER SCIENCES CORPORATION (3126)","RFP 085",14.855258,"Cost Plus Fixed Fee",Y,2014-02-26,2014-11-30,U,"IGF::CT::IGF THE PURPOSE OF THIS UNILATERAL MODIFICATION IS TO FULLY FUND CLIN 1008 FOR $424,252.",101109,"	2050","	0","2014-03-19 11:35:56","2014-03-19 11:35:56"
015-000000045,538,"	015","Department of the Treasury","Modernized e-File (MeF)",48525,123313,Awarded,,TIRNO11D00014D0004,,,n/a,yes,yes,No,,,,,,,,,,,,,"2015-09-17 13:59:38",
015-000000021,546,"	015","Department of the Treasury","Service Center Recognition/Image Processing System (SCRIPS)",24073,121819,Awarded,,TIRNO-11-D-00027,TIRNO-11-D-00027,"	2050",RTPP4031,,yes,No,,,,,,,,,,,,,"2015-09-17 14:17:02",
016-000002125,553,"	016","Social Security Administration","DDS Automation",21943,,Awarded,"	2800",SS001060108,,,SSARFP101007,yes,yes,Yes,"LOCKHEED MARTIN CORPORATION",,133.111428,,,,,,,,,,"2015-09-16 15:53:41",
016-000002125,553,"	016","Social Security Administration","DDS Automation",48248,,Awarded,"	2800",SS001060107,,,SSARFP101007,yes,yes,Yes,"COMPUTER SCIENCES CORPORATION,CSC GOVERNMENT SOLUTIONS LLC",,60.435481,,,,,,,,,,"2015-09-16 15:53:41",
016-000002015,554,"	016","Social Security Administration","Financial Accounting System-FACTS",50844,,Awarded,"	2800",SS00-14-31172,,,N/A,no,no,No,,,,,,,,,,,,,"2016-06-06 13:20:28",
016-000002015,554,"	016","Social Security Administration","Financial Accounting System-FACTS",50845,,Awarded,"	2800",SS00-10-60082,,,N/A,yes,yes,No,,,,,,,,,,,,,"2016-06-06 13:20:28",
016-000002045,557,"	016","Social Security Administration","Title II",19835,,Awarded,"	2800",SS001060082,,,N/A,yes,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,67.879596,,,,,,,,,,"2015-09-15 19:43:25",
016-000002045,557,"	016","Social Security Administration","Title II",19836,,Awarded,"	2800",SS001060107,,,N/A,yes,yes,Yes,"COMPUTER SCIENCES CORPORATION,CSC GOVERNMENT SOLUTIONS LLC",,60.435481,,,,,,,,,,"2015-09-15 19:43:25",
016-000002045,557,"	016","Social Security Administration","Title II",19837,,Awarded,"	2800",SS001060108,,,N/A,yes,yes,Yes,"LOCKHEED MARTIN CORPORATION",,133.111428,,,,,,,,,,"2015-09-15 19:43:25",
019-000000122,559,"	019","Department of Energy","CF Corporate Business Systems",27091,,Awarded,"	8900",DEDT0004246,GS06F0599Z,"	4730",DE-SOL-0003719,yes,no,Yes,"ALLIANT ENTERPRISE JV,ALLIANT ENTERPRISE JV LLC",,39.107904,,,,2016-07-25,,,,,,"2015-09-15 14:36:27",
019-000000122,559,"	019","Department of Energy","CF Corporate Business Systems",43187,,Awarded,"	8900",DEIM0000761,W91QUZ06A0003,"	9700",DE-SOL-0006599,no,no,No,,,,,,,,,,,,,"2015-09-15 14:36:27",
019-000000122,559,"	019","Department of Energy","CF Corporate Business Systems",47642,,Awarded,"	8900",DECF0000185,GS35F0175U,"	8900",DE-SOL-0005455,yes,no,No,,,,,,,,,,,,,"2015-09-15 14:36:27",
019-000000208,564,"	019","Department of Energy","EM HQ Integrated Planning, Accountability, and Budgeting System IPABS",34937,,Awarded,"	8900",DEDT0003143,NA,"	8900",,,yes,No,,,,,,,,,,,,,"2015-09-15 16:38:38",
019-000000577,573,"	019","Department of Energy","NNSA Enterprise Secure Network (ESN)",50078,,Awarded,"	8900",DEAC0401AL66850,NA,"	8900",NA,yes,yes,No,,,,,,,,,,,,,"2016-02-04 14:55:20",
019-000000577,573,"	019","Department of Energy","NNSA Enterprise Secure Network (ESN)",50080,,Awarded,"	8900",DEAC0343SF00048,NA,"	8900",NAderp5206na27344,yes,yes,No,,,,,,,,,,,,,"2016-02-04 14:55:20",
019-000000577,573,"	019","Department of Energy","NNSA Enterprise Secure Network (ESN)",50081,,Awarded,"	8900",DEAC5206NA25396,NA,"	8900",NA,yes,yes,No,,,,,,,,,,,,,"2016-02-04 14:55:20",
019-000000577,573,"	019","Department of Energy","NNSA Enterprise Secure Network (ESN)",50082,,Awarded,"	8900",DEAC0908SR22470,NA,"	8900",NA,yes,yes,No,,,,,,,,,,,,,"2016-02-04 14:55:20",
